vendor_category,department_name,reporting_month,total_shipments,total_gross_sales,avg_delay_days,late_delivery_rate,rolling_3_month_sales_avg,risk_rank_within_department
Cleats,Apparel,9/2/201,64,11998.0,0.59,59.38,11678.12,55
Men's Footwear,Apparel,11/20/2,41,5329.59,0.59,60.98,5979.54,55
Men's Footwear,Apparel,11/21/2,27,3509.73,0.59,55.56,5199.6,55
Men's Footwear,Apparel,11/30/2,41,5329.59,0.59,60.98,5719.56,55
Men's Footwear,Apparel,2/25/20,76,9879.24,0.59,59.21,8709.33,55
Men's Footwear,Apparel,3/14/20,70,9099.3,0.59,55.71,8925.98,55
Men's Footwear,Apparel,5/19/20,69,8969.31,0.59,60.87,8276.03,55
Men's Footwear,Apparel,6/18/20,49,6369.51,0.59,61.22,7452.76,55
Men's Footwear,Apparel,9/16/20,74,9619.26,0.59,62.16,8752.66,55
Cleats,Apparel,1/10/20,71,12117.98,0.58,49.3,11698.05,56
Cleats,Apparel,1/24/20,72,13677.72,0.58,61.11,14377.6,56
Cleats,Apparel,11/20/2,52,10198.3,0.58,67.31,10278.29,56
Cleats,Apparel,2/24/20,67,11758.04,0.58,62.69,13517.75,56
Cleats,Apparel,4/2/201,66,11578.07,0.58,59.09,14057.66,56
Cleats,Apparel,6/1/201,71,13077.82,0.58,56.34,13397.77,56
Cleats,Apparel,7/23/20,67,12897.85,0.58,50.75,11078.15,56
Cleats,Apparel,8/23/20,76,13317.78,0.58,55.26,13257.79,56
Men's Footwear,Apparel,10/19/2,52,6759.48,0.58,65.38,6066.2,56
Men's Footwear,Apparel,12/21/2,48,6239.52,0.58,56.25,5936.21,56
Men's Footwear,Apparel,3/12/20,65,8449.35,0.58,60.0,7886.06,56
Men's Footwear,Apparel,3/17/20,57,7409.43,0.58,57.89,7842.73,56
Men's Footwear,Apparel,3/4/201,60,7799.4,0.58,60.0,9099.3,56
Men's Footwear,Apparel,4/16/20,72,9359.28,0.58,59.72,7972.72,56
Men's Footwear,Apparel,4/21/20,59,7669.41,0.58,57.63,8406.02,56
Men's Footwear,Apparel,5/17/20,57,7409.43,0.58,56.14,7972.72,56
Men's Footwear,Apparel,5/30/20,73,9489.27,0.58,56.16,9489.27,56
Men's Footwear,Apparel,8/27/20,64,8319.36,0.58,59.38,8795.99,56
Men's Footwear,Apparel,9/1/201,59,7669.41,0.58,62.71,8536.01,56
Men's Footwear,Apparel,9/30/20,76,9879.24,0.58,53.95,9142.63,56
Cleats,Apparel,1/5/201,65,11278.12,0.57,58.46,12757.87,57
Cleats,Apparel,10/29/2,63,12537.91,0.57,58.73,9438.43,57
Cleats,Apparel,11/25/2,54,9778.37,0.57,51.85,8218.63,57
Cleats,Apparel,2/27/20,56,10618.23,0.57,57.14,12997.83,57
Cleats,Apparel,3/10/20,74,13077.82,0.57,58.11,13597.73,57
Cleats,Apparel,3/13/20,80,14217.63,0.57,57.5,13677.72,57
Cleats,Apparel,4/7/201,65,10738.21,0.57,46.15,13317.78,57
Cleats,Apparel,6/7/201,67,13257.79,0.57,62.69,11478.09,57
Cleats,Apparel,9/27/20,70,12837.9,0.57,65.71,13337.83,57
Men's Footwear,Apparel,1/10/20,72,9359.28,0.57,58.33,8254.36,57
Men's Footwear,Apparel,8/25/20,76,9879.24,0.57,52.63,9012.64,57
Men's Footwear,Apparel,9/22/20,75,9749.25,0.57,61.33,8449.35,57
Men's Footwear,Apparel,9/26/20,72,9359.28,0.57,61.11,8146.04,57
Men's Footwear,Apparel,9/3/201,61,7929.39,0.57,57.38,8362.69,57
Men's Footwear,Apparel,9/9/201,68,8839.32,0.57,57.35,8146.04,57
Cleats,Apparel,2/25/20,79,14877.52,0.56,55.7,13977.67,58
Cleats,Apparel,2/29/20,27,4619.23,0.56,48.15,9438.43,58
Cleats,Apparel,3/22/20,70,12657.89,0.56,61.43,12457.92,58
Cleats,Apparel,4/10/20,78,13737.71,0.56,62.82,14057.66,58
Cleats,Apparel,4/16/20,85,14697.55,0.56,57.65,14437.59,58
Cleats,Apparel,4/8/201,78,13017.83,0.56,61.54,12177.97,58
Cleats,Apparel,7/2/201,85,15717.38,0.56,54.12,14597.57,58
Men's Footwear,Apparel,1/18/20,57,7409.43,0.56,49.12,7626.08,58
Men's Footwear,Apparel,1/9/201,68,8839.32,0.56,52.94,8492.68,58
Men's Footwear,Apparel,12/16/2,48,6239.52,0.56,58.33,5806.22,58
Men's Footwear,Apparel,12/19/2,32,4159.68,0.56,50.0,4896.29,58
Men's Footwear,Apparel,12/8/20,36,4679.64,0.56,55.56,4766.3,58
Men's Footwear,Apparel,2/26/20,64,8319.36,0.56,53.13,8752.66,58
Men's Footwear,Apparel,3/23/20,63,8189.37,0.56,60.32,8102.71,58
Men's Footwear,Apparel,6/26/20,61,7929.39,0.56,59.02,8579.34,58
Men's Footwear,Apparel,7/1/201,52,6759.48,0.56,55.77,8579.34,58
Men's Footwear,Apparel,9/27/20,59,7669.41,0.56,61.02,8362.69,58
Cleats,Apparel,4/29/20,66,11818.03,0.55,54.55,12937.84,59
Men's Footwear,Apparel,3/6/201,58,7539.42,0.55,53.45,7972.72,59
Men's Footwear,Apparel,4/11/20,80,10399.2,0.55,53.75,9662.59,59
Men's Footwear,Apparel,4/23/20,69,8969.31,0.55,62.32,8276.03,59
Men's Footwear,Apparel,4/24/20,65,8449.35,0.55,52.31,8536.01,59
Men's Footwear,Apparel,4/3/201,60,7799.4,0.55,58.33,7886.06,59
Men's Footwear,Apparel,5/15/20,74,9619.26,0.55,52.7,9879.24,59
Men's Footwear,Apparel,7/12/20,67,8709.33,0.55,67.16,8622.67,59
Men's Footwear,Apparel,7/19/20,60,7799.4,0.55,58.33,8232.7,59
Men's Footwear,Apparel,7/20/20,62,8059.38,0.55,59.68,8406.02,59
Men's Footwear,Apparel,8/2/201,64,8319.36,0.55,54.69,8839.32,59
Men's Footwear,Apparel,8/7/201,67,8709.33,0.55,55.22,8536.01,59
Children's Clothing,Apparel,10/23/2,68,24282.8,0.54,50.0,24401.83,60
Cleats,Apparel,10/4/20,39,7078.82,0.54,56.41,7918.68,60
Cleats,Apparel,10/5/20,37,7438.76,0.54,62.16,7858.69,60
Cleats,Apparel,6/30/20,71,12177.97,0.54,54.93,12857.86,60
Cleats,Apparel,7/28/20,76,13977.67,0.54,57.89,12597.9,60
Men's Footwear,Apparel,1/6/201,67,8709.33,0.54,56.72,8492.68,60
Men's Footwear,Apparel,1/7/201,59,7669.41,0.54,57.63,8362.69,60
Men's Footwear,Apparel,11/18/2,50,6499.5,0.54,62.0,6066.2,60
Men's Footwear,Apparel,3/3/201,70,9099.3,0.54,61.43,8882.65,60
Men's Footwear,Apparel,6/5/201,71,9229.29,0.54,60.56,8579.34,60
Men's Footwear,Apparel,7/15/20,61,7929.39,0.54,57.38,9445.94,60
Children's Clothing,Apparel,12/22/2,68,24282.8,0.53,57.35,14879.17,61
Cleats,Apparel,1/16/20,94,16857.19,0.53,54.26,14017.66,61
Cleats,Apparel,7/18/20,77,14157.64,0.53,54.55,14517.58,61
Cleats,Apparel,8/25/20,77,14517.58,0.53,51.95,13697.72,61
Cleats,Apparel,8/4/201,76,14457.59,0.53,61.84,14537.58,61
Cleats,Apparel,9/11/20,79,14757.74,0.53,59.49,12897.92,61
Men's Footwear,Apparel,3/11/20,53,6889.47,0.53,52.83,7842.73,61
Men's Footwear,Apparel,5/23/20,72,9359.28,0.53,56.94,9445.94,61
Men's Footwear,Apparel,6/3/201,74,9619.26,0.53,60.81,9142.63,61
Men's Footwear,Apparel,8/16/20,68,8839.32,0.53,55.88,8449.35,61
Men's Footwear,Apparel,9/10/20,68,8839.32,0.53,58.82,8622.67,61
Women's Clothing,Apparel,1/29/20,68,14675.76,0.53,51.47,14747.7,61
Cleats,Apparel,10/11/2,48,9058.49,0.52,52.08,10558.24,62
Cleats,Apparel,10/22/2,48,8698.55,0.52,50.0,7798.7,62
Cleats,Apparel,10/31/2,50,9058.49,0.52,58.0,7458.76,62
Cleats,Apparel,11/19/2,54,10618.23,0.52,53.7,9358.44,62
Cleats,Apparel,4/11/20,69,11758.04,0.52,59.42,13557.74,62
Cleats,Apparel,7/19/20,73,13917.68,0.52,60.27,14177.64,62
Cleats,Apparel,8/3/201,77,13797.7,0.52,62.34,14797.53,62
Men's Footwear,Apparel,1/28/20,69,8969.31,0.52,56.52,8406.02,62
Men's Footwear,Apparel,3/2/201,63,8189.37,0.52,53.97,8449.35,62
Men's Footwear,Apparel,4/8/201,71,9229.29,0.52,60.56,8492.68,62
Men's Footwear,Apparel,5/6/201,54,7019.46,0.52,57.41,8146.04,62
Men's Footwear,Apparel,6/22/20,61,7929.39,0.52,55.74,8319.36,62
Men's Footwear,Apparel,7/3/201,77,10009.23,0.52,61.04,9402.61,62
Men's Footwear,Apparel,9/11/20,62,8059.38,0.52,59.68,8189.37,62
Children's Clothing,Apparel,10/20/2,69,24639.9,0.51,52.17,19997.6,63
Cleats,Apparel,1/2/201,69,12657.89,0.51,59.42,13737.71,63
Cleats,Apparel,1/31/20,72,12657.89,0.51,55.56,12018.0,63
Cleats,Apparel,10/13/2,57,8578.57,0.51,54.39,9198.47,63
Cleats,Apparel,11/15/2,43,8278.62,0.51,53.49,7738.71,63
Cleats,Apparel,11/29/2,69,12477.92,0.51,60.87,10198.3,63
Cleats,Apparel,12/2/20,45,8878.52,0.51,68.89,8558.57,63
Cleats,Apparel,3/9/201,75,13257.79,0.51,54.67,14517.58,63
Cleats,Apparel,5/19/20,67,12237.96,0.51,55.22,13057.82,63
Cleats,Apparel,6/10/20,65,11518.08,0.51,52.31,12657.89,63
Cleats,Apparel,6/20/20,80,14877.52,0.51,56.25,12817.86,63
Cleats,Apparel,6/29/20,63,11518.08,0.51,58.73,12937.84,63
Cleats,Apparel,7/3/201,80,16317.28,0.51,60.0,14357.61,63
Cleats,Apparel,9/1/201,75,13197.8,0.51,58.67,13437.76,63
Men's Footwear,Apparel,2/20/20,63,8189.37,0.51,57.14,8059.38,63
Men's Footwear,Apparel,9/17/20,72,9359.28,0.51,50.0,8709.33,63
Women's Clothing,Apparel,12/12/2,68,14675.76,0.51,52.94,10215.48,63
Cleats,Apparel,1/27/20,76,12897.85,0.5,57.89,14077.65,64
Cleats,Apparel,11/27/2,48,7258.79,0.5,56.25,8378.6,64
Cleats,Apparel,12/10/2,52,9838.36,0.5,57.69,8478.59,64
Cleats,Apparel,12/19/2,46,9478.42,0.5,58.7,8518.58,64
Cleats,Apparel,3/23/20,68,11878.02,0.5,58.82,12737.88,64
Cleats,Apparel,5/6/201,78,13857.69,0.5,55.13,13037.83,64
Cleats,Apparel,7/11/20,88,16497.25,0.5,54.55,13437.76,64
Cleats,Apparel,7/24/20,76,13497.75,0.5,56.58,12857.86,64
Cleats,Apparel,9/6/201,90,17277.12,0.5,52.22,14817.53,64
Men's Footwear,Apparel,1/11/20,58,7539.42,0.5,50.0,8016.05,64
Men's Footwear,Apparel,10/27/2,60,7799.4,0.5,61.67,5979.54,64
Men's Footwear,Apparel,11/5/20,36,4679.64,0.5,58.33,5286.26,64
Men's Footwear,Apparel,2/10/20,64,8319.36,0.5,53.13,8016.05,64
Men's Footwear,Apparel,4/13/20,64,8319.36,0.5,51.56,10442.53,64
Children's Clothing,Apparel,10/24/2,69,24639.9,0.49,60.87,24520.87,65
Cleats,Apparel,1/12/20,80,15297.45,0.49,58.75,12677.89,65
Cleats,Apparel,3/19/20,69,12297.95,0.49,52.17,14677.55,65
Cleats,Apparel,3/8/201,81,14937.51,0.49,53.09,13817.7,65
Cleats,Apparel,4/14/20,83,14757.54,0.49,49.4,13277.79,65
Cleats,Apparel,5/21/20,65,11218.13,0.49,58.46,12197.97,65
Cleats,Apparel,5/27/20,73,14517.58,0.49,56.16,13377.77,65
Cleats,Apparel,8/2/201,65,10738.21,0.49,53.85,11918.01,65
Cleats,Apparel,8/24/20,73,13257.79,0.49,53.42,13497.75,65
Cleats,Apparel,9/26/20,76,14337.61,0.49,61.84,13017.87,65
Men's Footwear,Apparel,1/15/20,70,9099.3,0.49,48.57,8319.36,65
Men's Footwear,Apparel,11/17/2,51,6629.49,0.49,54.9,5372.92,65
Men's Footwear,Apparel,12/31/2,39,5069.61,0.49,56.41,5459.58,65
Men's Footwear,Apparel,3/16/20,61,7929.39,0.49,55.74,8406.02,65
Men's Footwear,Apparel,6/21/20,67,8709.33,0.49,53.73,9359.28,65
Men's Footwear,Apparel,7/25/20,63,8189.37,0.49,52.38,7929.39,65
Men's Footwear,Apparel,9/6/201,74,9619.26,0.49,55.41,9705.92,65
Cleats,Apparel,11/7/20,50,8758.54,0.48,48.0,7938.68,66
Cleats,Apparel,2/12/20,50,9118.48,0.48,54.0,11598.07,66
Cleats,Apparel,6/5/201,64,11818.03,0.48,57.81,12097.98,66
Cleats,Apparel,7/17/20,86,14457.59,0.48,55.81,14617.56,66
Men's Footwear,Apparel,1/12/20,46,5979.54,0.48,60.87,7626.08,66
Men's Footwear,Apparel,1/4/201,62,8059.38,0.48,51.61,8752.66,66
Men's Footwear,Apparel,10/1/20,73,9489.27,0.48,52.05,9099.3,66
Men's Footwear,Apparel,11/12/2,48,6239.52,0.48,47.92,6586.16,66
Men's Footwear,Apparel,3/27/20,69,8969.31,0.48,52.17,8839.32,66
Men's Footwear,Apparel,8/12/20,61,7929.39,0.48,60.66,8579.34,66
Men's Footwear,Apparel,8/31/20,77,10009.23,0.48,58.44,9012.64,66
Men's Footwear,Apparel,9/19/20,64,8319.36,0.48,46.88,8925.98,66
Cleats,Apparel,10/19/2,51,9838.36,0.47,52.94,7678.72,67
Cleats,Apparel,10/9/20,45,8098.65,0.47,64.44,8578.57,67
Cleats,Apparel,2/15/20,75,15597.4,0.47,53.33,12317.95,67
Cleats,Apparel,5/2/201,68,11878.02,0.47,54.41,12537.91,67
Cleats,Apparel,9/10/20,55,10738.21,0.47,54.55,13197.8,67
Men's Footwear,Apparel,3/21/20,73,9489.27,0.47,57.53,8882.65,67
Men's Footwear,Apparel,5/9/201,64,8319.36,0.47,56.25,8059.38,67
Men's Footwear,Apparel,7/24/20,66,8579.34,0.47,56.06,8406.02,67
Cleats,Apparel,11/5/20,39,6778.87,0.46,51.28,9058.49,68
Cleats,Apparel,2/10/20,79,13917.68,0.46,53.16,12717.88,68
Cleats,Apparel,2/26/20,80,13497.75,0.46,52.5,13377.77,68
Cleats,Apparel,3/17/20,78,13257.79,0.46,56.41,12717.88,68
Cleats,Apparel,5/7/201,71,12957.84,0.46,53.52,12917.85,68
Cleats,Apparel,8/12/20,82,15117.48,0.46,57.32,13897.68,68
Cleats,Apparel,9/8/201,92,16557.24,0.46,60.87,14957.51,68
Men's Footwear,Apparel,12/2/20,46,5979.54,0.46,63.04,5242.93,68
Men's Footwear,Apparel,4/15/20,56,7279.44,0.46,46.43,7626.08,68
Men's Footwear,Apparel,4/6/201,56,7279.44,0.46,60.71,8449.35,68
Men's Footwear,Apparel,7/16/20,69,8969.31,0.46,50.72,9055.97,68
Women's Clothing,Apparel,1/26/20,39,8416.98,0.46,58.97,8416.98,68
Cleats,Apparel,2/19/20,87,15417.43,0.45,56.32,14177.64,69
Cleats,Apparel,2/20/20,65,11098.15,0.45,56.92,12657.89,69
Cleats,Apparel,8/16/20,76,13317.78,0.45,57.89,12837.86,69
Crafts,Apparel,11/4/20,38,17536.24,0.45,50.0,17536.24,69
Men's Footwear,Apparel,11/14/2,42,5459.58,0.45,50.0,6239.52,69
Men's Footwear,Apparel,2/15/20,69,8969.31,0.45,55.07,8016.05,69
Men's Footwear,Apparel,8/8/201,66,8579.34,0.45,51.52,8232.7,69
Men's Footwear,Apparel,9/23/20,73,9489.27,0.45,52.05,8839.32,69
Baby ,Apparel,12/18/2,68,4017.44,0.44,55.88,2638.91,70
Cleats,Apparel,10/6/20,61,11398.1,0.44,40.98,8638.56,70
Cleats,Apparel,7/21/20,54,8158.64,0.44,53.7,11878.02,70
Cleats,Apparel,9/13/20,82,16317.44,0.44,59.76,14977.66,70
Men's Footwear,Apparel,3/30/20,78,10139.22,0.44,50.0,9099.3,70
Men's Footwear,Apparel,5/10/20,50,6499.5,0.44,52.0,8146.04,70
Men's Footwear,Apparel,5/28/20,54,7019.46,0.44,50.0,8276.03,70
Men's Footwear,Apparel,6/2/201,85,11049.15,0.44,54.12,8492.68,70
Men's Footwear,Apparel,9/8/201,62,8059.38,0.44,50.0,8406.02,70
Cleats,Apparel,11/1/20,51,8758.54,0.43,56.86,8838.53,71
Cleats,Apparel,4/6/201,72,12777.87,0.43,56.94,13357.77,71
Cleats,Apparel,7/31/20,75,11998.0,0.43,57.33,13417.76,71
Cleats,Apparel,9/29/20,61,10798.28,0.43,52.46,11338.16,71
Men's Footwear,Apparel,10/20/2,54,7019.46,0.43,51.85,7106.12,71
Men's Footwear,Apparel,2/4/201,79,10269.21,0.43,53.16,7322.77,71
Men's Footwear,Apparel,2/9/201,61,7929.39,0.43,54.1,9142.63,71
Men's Footwear,Apparel,4/10/20,70,9099.3,0.43,55.71,9099.3,71
Men's Footwear,Apparel,5/7/201,54,7019.46,0.43,50.0,7669.41,71
Men's Footwear,Apparel,7/11/20,65,8449.35,0.43,55.38,7972.72,71
Children's Clothing,Apparel,10/26/2,12,4285.2,0.42,50.0,17735.97,72
Cleats,Apparel,12/6/20,55,9898.35,0.42,60.0,10338.28,72
Cleats,Apparel,3/11/20,79,15057.49,0.42,51.9,14157.64,72
Cleats,Apparel,3/20/20,64,11038.16,0.42,53.13,12937.84,72
Cleats,Apparel,3/5/201,65,12897.85,0.42,53.85,13517.75,72
Cleats,Apparel,4/22/20,57,10258.29,0.42,56.14,13177.8,72
Cleats,Apparel,8/21/20,66,12537.91,0.42,50.0,12497.92,72
Cleats,Apparel,8/5/201,77,13317.78,0.42,58.44,14297.62,72
Men's Footwear,Apparel,10/3/20,45,5849.55,0.42,44.44,6326.18,72
Men's Footwear,Apparel,11/8/20,43,5589.57,0.42,55.81,5762.89,72
Men's Footwear,Apparel,2/19/20,62,8059.38,0.42,50.0,8232.7,72
Men's Footwear,Apparel,2/5/201,65,8449.35,0.42,53.85,9055.97,72
Men's Footwear,Apparel,3/10/20,64,8319.36,0.42,56.25,8189.37,72
Men's Footwear,Apparel,5/25/20,65,8449.35,0.42,55.38,8795.99,72
Men's Footwear,Apparel,6/1/201,77,10009.23,0.42,53.25,9055.97,72
Men's Footwear,Apparel,6/19/20,62,8059.38,0.42,51.61,7452.76,72
Men's Footwear,Apparel,8/17/20,71,9229.29,0.42,52.11,8925.98,72
Men's Footwear,Apparel,1/25/20,63,8189.37,0.41,53.97,8102.71,73
Men's Footwear,Apparel,2/23/20,63,8189.37,0.41,50.79,8232.7,73
Men's Footwear,Apparel,4/2/201,71,9229.29,0.41,50.7,8622.67,73
Men's Footwear,Apparel,6/11/20,64,8319.36,0.41,53.13,9532.6,73
Baby ,Apparel,10/8/20,15,886.2,0.4,26.67,2422.28,74
Children's Clothing,Apparel,10/21/2,68,24282.8,0.4,52.94,24401.83,74
Cleats,Apparel,12/11/2,45,7438.76,0.4,53.33,8058.66,74
Cleats,Apparel,3/7/201,87,15357.44,0.4,50.57,13137.81,74
Cleats,Apparel,4/13/20,78,13377.77,0.4,44.87,12277.95,74
Cleats,Apparel,4/30/20,85,16377.27,0.4,49.41,13437.76,74
Men's Footwear,Apparel,3/26/20,70,9099.3,0.4,52.86,8406.02,74
Men's Footwear,Apparel,7/29/20,63,8189.37,0.4,52.38,8449.35,74
Cleats,Apparel,11/21/2,46,8458.59,0.39,52.17,9558.41,75
Cleats,Apparel,2/5/201,70,13677.72,0.39,51.43,12577.9,75
Cleats,Apparel,4/21/20,75,13557.74,0.39,42.67,13617.73,75
Cleats,Apparel,6/14/20,54,9118.48,0.39,50.0,11458.09,75
Cleats,Apparel,6/26/20,76,13377.77,0.39,51.32,14077.65,75
Cleats,Apparel,8/11/20,74,13917.68,0.39,52.7,13197.8,75
Cleats,Apparel,9/9/201,66,12357.94,0.39,53.03,13317.78,75
Men's Footwear,Apparel,1/21/20,56,7279.44,0.39,53.57,8579.34,75
Men's Footwear,Apparel,10/22/2,46,5979.54,0.39,52.17,6239.52,75
Men's Footwear,Apparel,10/28/2,44,5719.56,0.39,50.0,5892.88,75
Cleats,Apparel,10/25/2,47,7738.71,0.38,59.57,9538.41,76
Cleats,Apparel,11/24/2,42,6838.86,0.38,52.38,7918.68,76
Cleats,Apparel,12/28/2,47,8278.62,0.38,51.06,8698.55,76
Cleats,Apparel,5/10/20,66,11158.14,0.38,51.52,12637.89,76
Cleats,Apparel,5/14/20,85,15477.42,0.38,55.29,13697.72,76
Cleats,Apparel,5/18/20,77,13497.75,0.38,51.95,13777.7,76
Cleats,Apparel,8/14/20,73,12477.92,0.38,50.68,13337.78,76
Cleats,Apparel,10/3/20,35,5699.05,0.37,54.29,8698.55,77
Cleats,Apparel,11/30/2,57,9718.38,0.37,49.12,10438.26,77
Cleats,Apparel,7/29/20,67,12777.87,0.37,53.73,12257.96,77
Cleats,Apparel,9/17/20,73,12537.95,0.37,49.32,13797.78,77
Cleats,Apparel,9/30/20,79,14637.56,0.37,50.63,12997.86,77
Men's Footwear,Apparel,1/30/20,82,10659.18,0.37,50.0,9142.63,77
Men's Footwear,Apparel,10/12/2,38,4939.62,0.37,50.0,5502.91,77
Men's Footwear,Apparel,10/6/20,52,6759.48,0.37,40.38,5589.57,77
Men's Footwear,Apparel,11/1/20,43,5589.57,0.37,51.16,6326.18,77
Men's Footwear,Apparel,8/18/20,68,8839.32,0.37,54.41,8969.31,77
Men's Footwear,Apparel,9/18/20,70,9099.3,0.37,55.71,9359.28,77
Cleats,Apparel,1/13/20,61,11518.08,0.36,49.18,12477.92,78
Cleats,Apparel,2/4/201,58,9898.35,0.36,51.72,9558.41,78
Cleats,Apparel,5/12/20,73,13077.82,0.36,54.79,12317.95,78
Cleats,Apparel,6/21/20,88,15717.38,0.36,45.45,14017.66,78
Cleats,Apparel,7/22/20,69,12177.97,0.36,44.93,10698.22,78
Cleats,Apparel,8/18/20,72,12897.85,0.36,54.17,13637.73,78
Cleats,Apparel,8/8/201,61,11458.09,0.36,54.1,12857.86,78
Crafts,Apparel,12/30/2,28,12921.44,0.36,50.0,25381.4,78
Men's Footwear,Apparel,1/8/201,69,8969.31,0.36,49.28,8449.35,78
Men's Footwear,Apparel,10/9/20,44,5719.56,0.36,56.82,6196.19,78
Men's Footwear,Apparel,3/9/201,67,8709.33,0.36,52.24,8579.34,78
Men's Footwear,Apparel,4/14/20,56,7279.44,0.36,50.0,9402.61,78
Men's Footwear,Apparel,8/1/201,72,9359.28,0.36,47.22,7972.72,78
Men's Footwear,Apparel,8/5/201,73,9489.27,0.36,52.05,9359.28,78
Men's Footwear,Apparel,9/7/201,58,7539.42,0.36,48.28,8925.98,78
Cleats,Apparel,4/28/20,74,15117.48,0.35,47.3,12637.89,79
Cleats,Apparel,5/16/20,71,14397.6,0.35,47.89,15117.48,79
Cleats,Apparel,6/15/20,78,13137.81,0.35,48.72,11338.11,79
Men's Footwear,Apparel,1/24/20,68,8839.32,0.35,51.47,8146.04,79
Men's Footwear,Apparel,10/16/2,48,6239.52,0.35,50.0,5979.54,79
Men's Footwear,Apparel,11/24/2,49,6369.51,0.35,42.86,5242.93,79
Men's Footwear,Apparel,12/20/2,43,5589.57,0.35,48.84,5242.93,79
Men's Footwear,Apparel,2/21/20,65,8449.35,0.35,38.46,8189.37,79
Men's Footwear,Apparel,4/17/20,75,9749.25,0.35,54.67,8795.99,79
Men's Footwear,Apparel,5/14/20,79,10269.21,0.35,58.23,9705.92,79
Men's Footwear,Apparel,5/22/20,75,9749.25,0.35,45.33,9402.61,79
Men's Footwear,Apparel,7/17/20,69,8969.31,0.35,50.72,8622.67,79
Men's Footwear,Apparel,8/14/20,60,7799.4,0.35,50.0,8232.7,79
Cleats,Apparel,1/28/20,82,12897.85,0.34,47.56,13797.7,80
Cleats,Apparel,10/21/2,44,7978.67,0.34,45.45,9678.39,80
Cleats,Apparel,2/16/20,80,15417.43,0.34,50.0,13497.75,80
Cleats,Apparel,2/7/201,76,14277.62,0.34,43.42,14277.62,80
Cleats,Apparel,4/9/201,71,12477.92,0.34,53.52,12077.99,80
Cleats,Apparel,5/5/201,67,11938.01,0.34,52.24,12817.86,80
Men's Footwear,Apparel,10/2/20,58,7539.42,0.34,44.83,6542.83,80
Men's Footwear,Apparel,3/25/20,65,8449.35,0.34,53.85,8102.71,80
Men's Footwear,Apparel,5/21/20,71,9229.29,0.34,52.11,8579.34,80
Men's Footwear,Apparel,8/3/201,68,8839.32,0.34,52.94,8536.01,80
Cleats,Apparel,10/7/20,42,7978.67,0.33,57.14,8938.51,81
Cleats,Apparel,12/16/2,46,8038.66,0.33,50.0,9278.45,81
Cleats,Apparel,2/23/20,80,15297.45,0.33,51.25,14297.62,81
Cleats,Apparel,5/25/20,75,11758.04,0.33,53.33,12397.93,81
Cleats,Apparel,8/9/201,92,15657.39,0.33,51.09,13517.75,81
Cleats,Apparel,9/12/20,78,13857.81,0.33,55.13,13117.92,81
Cleats,Apparel,9/15/20,69,12898.01,0.33,42.03,13157.91,81
Cleats,Apparel,9/3/201,76,13557.74,0.33,44.74,11578.11,81
Men's Footwear,Apparel,10/30/2,49,6369.51,0.33,44.9,6542.83,81
Men's Footwear,Apparel,4/7/201,69,8969.31,0.33,46.38,7842.73,81
Cleats,Apparel,12/24/2,53,10078.32,0.32,54.72,9058.49,82
Men's Footwear,Apparel,1/19/20,63,8189.37,0.32,42.86,7452.76,82
Men's Footwear,Apparel,4/18/20,71,9229.29,0.32,53.52,9445.94,82
Men's Footwear,Apparel,6/16/20,62,8059.38,0.32,48.39,8536.01,82
Men's Footwear,Apparel,9/21/20,56,7279.44,0.32,53.57,8839.32,82
Cleats,Apparel,1/26/20,85,15597.4,0.31,48.24,14337.61,83
Cleats,Apparel,12/29/2,45,8398.6,0.31,55.56,9018.5,83
Cleats,Apparel,6/6/201,59,9358.44,0.31,47.46,11158.14,83
Men's Footwear,Apparel,1/26/20,71,9229.29,0.31,45.07,8752.66,83
Men's Footwear,Apparel,11/16/2,39,5069.61,0.31,46.15,4982.95,83
Men's Footwear,Apparel,5/13/20,75,9749.25,0.31,44.0,9359.28,83
Men's Footwear,Apparel,8/23/20,68,8839.32,0.31,44.12,9272.62,83
Cleats,Apparel,10/16/2,44,6718.88,0.3,54.55,7818.7,84
Cleats,Apparel,11/9/20,44,8698.55,0.3,52.27,8998.5,84
Cleats,Apparel,3/3/201,105,18956.84,0.3,49.52,14777.54,84
Cleats,Apparel,9/28/20,63,10378.31,0.3,41.27,12517.94,84
Men's Footwear,Apparel,12/10/2,33,4289.67,0.3,45.45,5849.55,84
Men's Footwear,Apparel,12/11/2,50,6499.5,0.3,46.0,5892.88,84
Men's Footwear,Apparel,4/1/201,73,9489.27,0.3,46.58,8622.67,84
Men's Footwear,Apparel,6/6/201,57,7409.43,0.3,49.12,8406.02,84
Cleats,Apparel,1/8/201,70,13377.77,0.29,52.86,13777.7,85
Cleats,Apparel,11/22/2,52,8878.52,0.29,50.0,9178.47,85
Cleats,Apparel,12/27/2,55,10378.27,0.29,49.09,9158.47,85
Cleats,Apparel,4/26/20,70,10918.18,0.29,51.43,12357.94,85
Cleats,Apparel,6/19/20,66,12117.98,0.29,50.0,12257.96,85
Cleats,Apparel,6/8/201,76,13797.7,0.29,47.37,12137.98,85
Men's Footwear,Apparel,1/23/20,56,7279.44,0.29,46.43,7626.08,85
Men's Footwear,Apparel,11/9/20,49,6369.51,0.29,51.02,6066.2,85
Men's Footwear,Apparel,12/18/2,43,5589.57,0.28,51.16,5589.57,86
Men's Footwear,Apparel,3/1/201,64,8319.36,0.28,53.13,8449.35,86
